Close,Date,Positive Comments Rate,# Comments
183.92,2024-01-10,0.45070422535211263,33.0
182.73,2024-01-09,0.45970028351559333,59.0
181.5,2024-01-08,0.0,1.0
180.17,2024-01-05,0.8865475070555033,55.0
180.88,2024-01-04,0.5,2.0
183.43,2024-01-03,0.0,5.0
183.89,2024-01-02,1.0,6.0
191.73,2023-12-29,0.4277456647398845,35.0
193.17,2023-12-28,0.33333333333333337,14.0
191.09,2023-12-27,0.22002714522696432,166.0
192.83,2023-12-26,0.27385417328841144,375.0
192.97,2023-12-22,0.2850595783684693,199.0
193.5,2023-12-21,0.12333352243717022,86.0
194.83,2023-12-20,0.40895061728395055,71.0
195.89,2023-12-19,0.26068576796618126,120.0
194.39,2023-12-18,0.362605435801312,156.0
197.570007,2023-12-15,0.2812234369962189,1379.0
198.110001,2023-12-14,0.3025057480222906,806.0
197.960007,2023-12-13,0.1815687387643107,994.0
194.710007,2023-12-12,0.271115700327994,788.0
193.179993,2023-12-11,0.3044169739029856,390.0
195.710007,2023-12-08,0.4450751889959335,824.0
194.270004,2023-12-07,0.2616497698625191,1075.0
192.320007,2023-12-06,0.3831456904264837,933.0
193.419998,2023-12-05,0.3750511526394762,701.0
189.429993,2023-12-04,0.2814248055037613,810.0
191.240005,2023-12-01,0.2732793522267207,572.0
189.949997,2023-11-30,0.1642700844013754,587.0
189.369995,2023-11-29,0.2848847841989758,595.0
190.399994,2023-11-28,0.1848181643255724,529.0
189.789993,2023-11-27,0.2619347366300735,940.0
189.970001,2023-11-24,0.4243651907617711,765.0
191.309998,2023-11-22,0.1872135655362053,478.0
190.639999,2023-11-21,0.3496862334945745,545.0
191.449997,2023-11-20,0.4211828198785698,378.0
189.690002,2023-11-17,0.44718179412543,607.0
189.710007,2023-11-16,0.3764293041084057,1132.0
188.009995,2023-11-15,0.3123900293255132,673.0
187.440002,2023-11-14,0.3326076684217632,770.0
184.800003,2023-11-13,0.3226002661091047,691.0
186.399994,2023-11-10,0.3651504586171753,859.0
182.410004,2023-11-09,0.2809970242856686,660.0
182.889999,2023-11-08,0.2204110196975386,626.0
181.820007,2023-11-07,0.3028201654306902,561.0
179.229996,2023-11-06,0.2389230902627243,466.0
176.649994,2023-11-03,0.2246488854529055,624.0
177.570007,2023-11-02,0.2182762967745903,739.0
173.970001,2023-11-01,0.3373538494022011,635.0
170.770004,2023-10-31,0.3325051759834369,1282.0
170.289993,2023-10-30,0.3230956868832465,378.0
168.220001,2023-10-27,0.2093691127142398,641.0
166.889999,2023-10-26,0.3260398547407611,622.0
171.100006,2023-10-25,0.3256218694286442,899.0
173.440002,2023-10-24,0.3137750220078845,611.0
173.0,2023-10-23,0.3233797461276072,319.0
172.880005,2023-10-20,0.2694965660369285,881.0
175.460007,2023-10-19,0.3470285211710013,682.0
175.839996,2023-10-18,0.3705857307949638,1382.0
177.149994,2023-10-17,0.2838884201121755,1041.0
178.720001,2023-10-16,0.4543219740036259,557.0
178.850006,2023-10-13,0.3401556038410318,452.0
180.710007,2023-10-12,0.2974126191556968,520.0
179.800003,2023-10-11,0.2098755709560561,431.0
178.389999,2023-10-10,0.3949522782636476,478.0
178.990005,2023-10-09,0.2688845401174168,939.0
177.490005,2023-10-06,0.2857913391893975,366.0
174.910004,2023-10-05,0.3432377642629597,337.0
173.660004,2023-10-04,0.2989352221023499,825.0
172.399994,2023-10-03,0.392542874507835,923.0
173.75,2023-10-02,0.3060787547377253,764.0
171.210007,2023-09-29,0.558913439879867,675.0
170.690002,2023-09-28,0.2433353236626743,1096.0
170.429993,2023-09-27,0.2627512355848435,738.0
171.960007,2023-09-26,0.2849240075035412,984.0
176.080002,2023-09-25,0.2136593501183559,457.0
174.789993,2023-09-22,0.3392368916702108,902.0
173.929993,2023-09-21,0.3166673301222085,768.0
175.490005,2023-09-20,0.3173042485829302,932.0
179.070007,2023-09-19,0.3210255107595166,1365.0
177.970001,2023-09-18,0.3048741540567257,1188.0
175.009995,2023-09-15,0.2198399326032013,1730.0
175.740005,2023-09-14,0.2803271818358702,1650.0
174.210007,2023-09-13,0.3295716668441037,1406.0
176.300003,2023-09-12,0.422623651067622,1733.0
179.360001,2023-09-11,0.4331218787960589,156.0
178.179993,2023-09-08,0.4076604554865424,240.0
177.559998,2023-09-07,0.3259788688626476,328.0
182.910004,2023-09-06,0.4919289202387412,442.0
189.699997,2023-09-05,0.2907186901977461,417.0
189.460007,2023-09-01,0.3508634222919937,130.0
187.869995,2023-08-31,0.5572193526986684,350.0
187.649994,2023-08-30,0.2342689581160537,468.0
184.119995,2023-08-29,0.3633867349952505,862.0
180.190002,2023-08-28,0.4975650480033394,431.0
178.610001,2023-08-25,0.3813712594541269,269.0
176.380005,2023-08-24,0.6601941747572816,171.0
181.119995,2023-08-23,0.2182808463096152,344.0
177.229996,2023-08-22,0.2209585492227979,287.0
175.839996,2023-08-21,0.553941908713693,110.0
174.490005,2023-08-18,0.1710086840347361,116.0
174.0,2023-08-17,0.4008491508491508,209.0
176.570007,2023-08-16,0.1810561609388097,121.0
177.449997,2023-08-15,0.3134950720242608,127.0
179.460007,2023-08-14,0.4450046685340802,169.0
177.789993,2023-08-11,0.3027619465146865,489.0
177.970001,2023-08-10,0.2788232839557688,249.0
178.190002,2023-08-09,0.2352820090572252,569.0
179.800003,2023-08-08,0.2681207497097362,306.0
178.850006,2023-08-07,0.5403726708074534,69.0
181.990005,2023-08-04,0.3712827731831778,417.0
191.169998,2023-08-03,0.1973097870935798,677.0
192.580002,2023-08-02,0.2872982764299044,248.0
195.610001,2023-08-01,0.3869801084990958,140.0
196.449997,2023-07-31,0.2671626648630368,704.0
195.830002,2023-07-28,0.0832976445396145,50.0
193.220001,2023-07-27,0.2,22.0
194.5,2023-07-26,0.2867647058823529,67.0
193.619995,2023-07-25,0.2710943396226415,308.0
192.75,2023-07-24,0.4982842267187315,794.0
191.940002,2023-07-21,0.5544867816805262,231.0
193.130005,2023-07-20,0.3263659699303263,189.0
195.100006,2023-07-19,0.4355479328398628,173.0
193.729996,2023-07-18,0.3181818181818182,37.0
193.990005,2023-07-17,0.3124446020209183,370.0
190.690002,2023-07-14,0.2532375666557841,107.0
190.539993,2023-07-13,0.4453870625662778,152.0
189.770004,2023-07-12,0.6079952267303103,88.0
188.080002,2023-07-11,0.2307692307692307,17.0
188.610001,2023-07-10,0.2284586095050063,267.0
190.679993,2023-07-07,0.2161520190023753,60.0
191.809998,2023-07-06,0.1884570082449941,87.0
191.330002,2023-07-05,0.4031362070177905,218.0
192.460007,2023-07-03,0.3970684039087948,228.0
193.970001,2023-06-30,0.1668985991279339,154.0
189.589996,2023-06-29,0.4441613808880108,234.0
189.25,2023-06-28,0.3503095432776545,360.0
188.059998,2023-06-27,0.2892335766423357,83.0
185.270004,2023-06-26,0.43370607028754,97.0
186.679993,2023-06-23,0.1116368142390447,212.0
187.0,2023-06-22,0.3884739511295528,165.0
183.960007,2023-06-21,0.1275671406003159,58.0
185.009995,2023-06-20,0.2620967741935483,220.0
184.919998,2023-06-16,0.2001647834274952,373.0
186.009995,2023-06-15,0.3572063432661271,408.0
183.949997,2023-06-14,0.3405431678716811,178.0
183.309998,2023-06-13,0.1794871794871795,23.0
183.789993,2023-06-12,0.696969696969697,30.0
180.960007,2023-06-09,0.2770571975334893,169.0
180.570007,2023-06-08,0.1303359574232176,296.0
177.820007,2023-06-07,0.344570904579535,480.0
179.210007,2023-06-06,0.2672185219269072,1205.0
179.580002,2023-06-05,0.3203306720311812,971.0
180.949997,2023-06-02,0.276563390990306,193.0
180.089996,2023-06-01,0.2517006802721088,181.0
177.25,2023-05-31,0.321215409658166,98.0
177.300003,2023-05-30,0.33944817300522,183.0
175.429993,2023-05-26,0.5114042319318494,72.0
172.990005,2023-05-25,0.4715821812596006,70.0
171.839996,2023-05-24,0.2437772072775979,188.0
171.559998,2023-05-23,0.2817681842616714,293.0
174.199997,2023-05-22,0.3025574338968357,306.0
175.160004,2023-05-19,0.2635379061371841,242.0
175.050003,2023-05-18,0.1581653009237946,898.0
172.690002,2023-05-17,0.1546830652790917,123.0
172.070007,2023-05-16,0.0652059041110367,141.0
172.070007,2023-05-15,0.3328028645315297,156.0
172.570007,2023-05-12,0.337956204379562,213.0
173.75,2023-05-11,0.2107986640827938,569.0
173.559998,2023-05-10,0.3606152953127268,380.0
171.770004,2023-05-09,0.5905108923172339,321.0
173.5,2023-05-08,0.2906364256057507,216.0
173.570007,2023-05-05,0.4037143887486477,176.0
165.789993,2023-05-04,0.3008163830081638,204.0
167.449997,2023-05-03,0.326292587510583,457.0
168.539993,2023-05-02,0.3727615457115928,379.0
169.589996,2023-05-01,0.3679602460955986,281.0
169.679993,2023-04-28,0.1976744186046511,56.0
168.410004,2023-04-27,0.27073732718894,259.0
163.759995,2023-04-26,0.2141705192990001,522.0
163.770004,2023-04-25,0.2307891220962806,1173.0
165.330002,2023-04-24,0.2477335623628208,518.0
165.020004,2023-04-21,0.4860479223536548,191.0
166.649994,2023-04-20,0.3333333333333333,8.0
167.630005,2023-04-19,0.1331444759206799,35.0
166.470001,2023-04-18,0.1833388617732076,184.0
165.229996,2023-04-17,0.3804514573745343,214.0
165.210007,2023-04-14,0.3770787675647801,313.0
165.559998,2023-04-13,0.3361131794489947,265.0
160.100006,2023-04-12,0.2276720351390922,428.0
160.800003,2023-04-11,0.3449317226890756,216.0
162.029999,2023-04-10,0.3455831777537584,180.0
164.660004,2023-04-06,0.3675316280358297,120.0
163.759995,2023-04-05,0.222112243887954,288.0
165.630005,2023-04-04,0.2869327073552425,259.0
166.169998,2023-04-03,0.0046701692936368,22.0
164.899994,2023-03-31,0.3743380855397148,241.0
162.360001,2023-03-30,0.2583310127169776,138.0
160.770004,2023-03-29,0.4924674267100977,169.0
157.649994,2023-03-28,0.3714867222329909,186.0
158.279999,2023-03-27,0.5056978147204719,168.0
160.25,2023-03-24,0.5138888888888888,19.0
158.929993,2023-03-23,0.1866475233309404,165.0
157.830002,2023-03-22,0.4006415968633042,161.0
159.279999,2023-03-21,0.2151750705097337,198.0
157.399994,2023-03-20,0.2027695351137487,54.0
155.0,2023-03-17,0.3916666666666666,136.0
155.850006,2023-03-16,0.3318833873206849,452.0
152.990005,2023-03-15,0.456151766943638,97.0
152.589996,2023-03-14,0.6363636363636364,20.0
150.470001,2023-03-13,0.1600928074245939,107.0
148.5,2023-03-10,0.4810026385224275,72.0
150.589996,2023-03-09,0.1888412017167382,254.0
152.869995,2023-03-08,0.3246402877697842,343.0
151.600006,2023-03-07,0.2117523609653725,393.0
153.830002,2023-03-06,0.2339593114241002,77.0
151.029999,2023-03-03,0.2096943177616171,276.0
145.910004,2023-03-02,0.125,43.0
145.309998,2023-03-01,0.3364720652856245,272.0
147.410004,2023-02-28,0.1896161506427666,230.0
147.919998,2023-02-27,0.3818753933291378,195.0
146.710007,2023-02-24,0.25,22.0
149.399994,2023-02-23,0.2533168775069423,298.0
148.910004,2023-02-22,0.5291066054173926,302.0
148.479996,2023-02-21,0.1705308980789249,307.0
152.550003,2023-02-17,0.2560975609756097,148.0
153.710007,2023-02-16,0.2922405827621032,774.0
155.330002,2023-02-15,0.2476276862963996,256.0
153.199997,2023-02-14,0.0270257931979,235.0
153.850006,2023-02-13,0.1905014124293785,206.0
151.009995,2023-02-10,0.5863943337176741,144.0
150.869995,2023-02-09,0.3518197573656845,14.0
151.919998,2023-02-08,0.5157763199000313,54.0
154.649994,2023-02-07,0.2457978075517661,195.0
151.729996,2023-02-06,0.2067961165048543,89.0
154.5,2023-02-03,0.0908532003552155,159.0
150.820007,2023-02-02,0.2142857142857143,62.0
145.429993,2023-02-01,0.2631065857885615,156.0
144.289993,2023-01-31,0.6443506618070209,184.0
143.0,2023-01-30,0.5384873198525305,430.0
145.929993,2023-01-27,0.237913763066202,201.0
143.960007,2023-01-26,0.2334989354151881,266.0
141.860001,2023-01-25,0.2672098904186569,655.0
142.529999,2023-01-24,0.3648597779032562,256.0
141.110001,2023-01-23,0.2181084001592447,275.0
137.869995,2023-01-20,0.4098528908655491,165.0
135.270004,2023-01-19,0.347793587655837,430.0
135.210007,2023-01-18,0.4553010534454431,324.0
135.940002,2023-01-17,0.4957959641255605,120.0
134.759995,2023-01-13,0.2986909105097841,612.0
133.410004,2023-01-12,0.0647709320695102,70.0
133.490005,2023-01-11,0.5996543778801843,136.0
130.729996,2023-01-10,0.334809264305177,423.0
130.149994,2023-01-09,0.2762723066754792,179.0
129.619995,2023-01-06,0.1478143307796304,117.0
125.019997,2023-01-05,0.1651597073924303,157.0
126.360001,2023-01-04,0.2775816416593115,154.0
125.07,2023-01-03,0.3152976158870068,446.0
129.929993,2022-12-30,0.5548961424332345,59.0
129.610001,2022-12-29,0.3188775510204081,108.0
126.040001,2022-12-28,0.4542567104689544,266.0
130.029999,2022-12-27,0.2319530382357607,100.0
131.860001,2022-12-23,0.3738587948874011,131.0
132.229996,2022-12-22,0.2222222222222222,61.0
135.449997,2022-12-21,0.3515909762584966,259.0
132.369995,2022-12-19,0.2313167259786477,50.0
